3alpha_code,name_en,scientific_name,genus,family,major_group,isscaap_group,name_no_nei,fao_group,match_category,species
mip,dover sole,microstomus pacificus,microstomus,pleuronectidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,dover sole
yel,yellowtail flounder,limanda ferruginea,limanda,pleuronectidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,yellowtail flounder
eor,NA,NA,NA,NA,NA,NA,NA,NA,NA,longhead dab
eon,NA,NA,NA,NA,NA,NA,NA,NA,NA,myzopsetta punctatissima
rfe,english sole,pleuronectes vetulus,pleuronectes,pleuronectidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,english sole
kab,NA,NA,NA,NA,NA,NA,NA,NA,NA,stone flounder
fle,european flounder,platichthys flesus,platichthys,pleuronectidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,european flounder
bwp,NA,NA,NA,NA,NA,NA,NA,NA,NA,baltic flounder
pwq,starry flounder,platichthys stellatus,platichthys,pleuronectidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,starry flounder
bzq,NA,NA,NA,NA,NA,NA,NA,NA,NA,righteye flounders
ple,european plaice,pleuronectes platessa,pleuronectes,pleuronectidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,european plaice
alp,alaska plaice,pleuronectes quadrituberculat.,pleuronectes,pleuronectidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,alaska plaice
eoe,NA,NA,NA,NA,NA,NA,NA,NA,NA,c-o sole
nyc,NA,NA,NA,NA,NA,NA,NA,NA,NA,ridged-eye flounder
nyd,curlfin sole,pleuronichthys decurrens,pleuronichthys,pleuronectidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,curlfin sole
hgl,NA,NA,NA,NA,NA,NA,NA,NA,NA,diamond turbot
nyv,hornyhead turbot,pleuronichthys verticalis,pleuronichthys,pleuronectidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,hornyhead turbot
yse,pacific sand sole,psettichthys melanostictus,psettichthys,pleuronectidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,pacific sand sole
flw,winter flounder,pseudopleuronectes americanus,pseudopleuronectes,pleuronectidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,winter flounder
yfl,yellow striped flounder,pseudopleuronectes herzenst.,pseudopleuronectes,pleuronectidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,yellow striped flounder
ioo,NA,NA,NA,NA,NA,NA,NA,NA,NA,pseudopleuronectes obscurus
eok,NA,NA,NA,NA,NA,NA,NA,NA,NA,cresthead flounder
lny,NA,NA,NA,NA,NA,NA,NA,NA,NA,marbled flounder
ghl,greenland halibut,reinhardtius hippoglossoides,reinhardtius,pleuronectidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,greenland halibut
vsm,NA,NA,NA,NA,NA,NA,NA,NA,NA,barfin flounder
vsv,NA,NA,NA,NA,NA,NA,NA,NA,NA,spotted halibut
plz,righteye flounders nei,pleuronectidae,pleuronectidae,pleuronectidae,pisces,"flounders, halibuts, soles",righteye flounders,yes,en_name,righteye flounders nei
ldk,NA,NA,NA,NA,NA,NA,NA,NA,NA,peppered flounder
onw,NA,NA,NA,NA,NA,NA,NA,NA,NA,remo flounder
mjr,NA,NA,NA,NA,NA,NA,NA,NA,NA,tudor's flounder
mjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,longsnout flounder
azp,NA,NA,NA,NA,NA,NA,NA,NA,NA,banded-fin flounder
oig,NA,NA,NA,NA,NA,NA,NA,NA,NA,colistium guentheri
oin,NA,NA,NA,NA,NA,NA,NA,NA,NA,colistium nudipinnis
eol,southern lemon sole,pelotretis flavilatus,pelotretis,pleuronectidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,southern lemon sole
eot,NA,NA,NA,NA,NA,NA,NA,NA,NA,speckled sole
znz,NA,NA,NA,NA,NA,NA,NA,NA,NA,new zealand sole
duo,NA,NA,NA,NA,NA,NA,NA,NA,NA,psammodiscus ocellatus
rof,NA,NA,NA,NA,NA,NA,NA,NA,NA,yellowbelly flounder
rmp,NA,NA,NA,NA,NA,NA,NA,NA,NA,sand flounder
rop,NA,NA,NA,NA,NA,NA,NA,NA,NA,greenback flounder
fsa,sand flounders nei,rhombosolea spp,rhombosolea,pleuronectidae,pisces,"flounders, halibuts, soles",sand flounders,yes,en_name,sand flounders nei
tdw,NA,NA,NA,NA,NA,NA,NA,NA,NA,derwent flounder
hhj,NA,NA,NA,NA,NA,NA,NA,NA,NA,prickly flounder
mmm,antarctic armless flounder,mancopsetta maculata,mancopsetta,achiropsettidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,antarctic armless flounder
paz,NA,NA,NA,NA,NA,NA,NA,NA,NA,finless flounder
uma,NA,NA,NA,NA,NA,NA,NA,NA,NA,pigmy flounder
hik,NA,NA,NA,NA,NA,NA,NA,NA,NA,drab sole
uli,NA,NA,NA,NA,NA,NA,NA,NA,NA,lined sole
umz,NA,NA,NA,NA,NA,NA,NA,NA,NA,mazatlan sole
utv,NA,NA,NA,NA,NA,NA,NA,NA,NA,network sole
iyd,NA,NA,NA,NA,NA,NA,NA,NA,NA,longtail sole
uyc,NA,NA,NA,NA,NA,NA,NA,NA,NA,catathyridium jenynsii
ghm,NA,NA,NA,NA,NA,NA,NA,NA,NA,gymnachirus melas
zdu,NA,NA,NA,NA,NA,NA,NA,NA,NA,fringed sole
tmt,NA,NA,NA,NA,NA,NA,NA,NA,NA,hogchoker
lgg,NA,NA,NA,NA,NA,NA,NA,NA,NA,tongue flatfish
iss,NA,NA,NA,NA,NA,NA,NA,NA,NA,cockatoo righteye flounder
iuh,NA,NA,NA,NA,NA,NA,NA,NA,NA,huysman's righteye flounder
mbc,NA,NA,NA,NA,NA,NA,NA,NA,NA,comb flounder
nmh,NA,NA,NA,NA,NA,NA,NA,NA,NA,narrow-body righteye flounder
oio,NA,NA,NA,NA,NA,NA,NA,NA,NA,poecilopsetta albomaculata
ocf,NA,NA,NA,NA,NA,NA,NA,NA,NA,coloured righteye flounder
ily,NA,NA,NA,NA,NA,NA,NA,NA,NA,achiroides leucorhynchos
ime,NA,NA,NA,NA,NA,NA,NA,NA,NA,achiroides melanorhynchus
oic,NA,NA,NA,NA,NA,NA,NA,NA,NA,unicorn sole
qdz,NA,NA,NA,NA,NA,NA,NA,NA,NA,aseraggodes cyaneus
ffe,NA,NA,NA,NA,NA,NA,NA,NA,NA,southern sole
ggk,NA,NA,NA,NA,NA,NA,NA,NA,NA,aseraggodes kaianus
rgo,NA,NA,NA,NA,NA,NA,NA,NA,NA,aseraggodes kobensis
hux,NA,NA,NA,NA,NA,NA,NA,NA,NA,dwarf sole
sow,west coast sole,austroglossus microlepis,austroglossus,soleidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,west coast sole
soe,mud sole,austroglossus pectoralis,austroglossus,soleidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,mud sole
soa,southeast atlantic soles nei,austroglossus spp,austroglossus,soleidae,pisces,"flounders, halibuts, soles",southeast atlantic soles,yes,en_name,southeast atlantic soles nei
yol,NA,NA,NA,NA,NA,NA,NA,NA,NA,bathysolea lactea
ynw,NA,NA,NA,NA,NA,NA,NA,NA,NA,bathysolea polli
ymw,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep water sole
hng,NA,NA,NA,NA,NA,NA,NA,NA,NA,black sole
wll,NA,NA,NA,NA,NA,NA,NA,NA,NA,oriental sole
gsm,NA,NA,NA,NA,NA,NA,NA,NA,NA,solenette
ynb,NA,NA,NA,NA,NA,NA,NA,NA,NA,dagetichthys albomaculatus
yny,NA,NA,NA,NA,NA,NA,NA,NA,NA,guinean sole
ync,NA,NA,NA,NA,NA,NA,NA,NA,NA,commerson's sole
dak,NA,NA,NA,NA,NA,NA,NA,NA,NA,dagetichthys lakdoensis
ynu,NA,NA,NA,NA,NA,NA,NA,NA,NA,portuguese sole
yng,NA,NA,NA,NA,NA,NA,NA,NA,NA,white-margined sole
dxu,NA,NA,NA,NA,NA,NA,NA,NA,NA,tufted sole
cet,wedge sole,dicologlossa cuneata,dicologlossa,soleidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,wedge sole
hmp,NA,NA,NA,NA,NA,NA,NA,NA,NA,cape sole
hjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,bamboo sole
ici,true sole,heteromycteris proboscideus,heteromycteris,soleidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,true sole
lke,NA,NA,NA,NA,NA,NA,NA,NA,NA,liachirus melanospilos
mia,NA,NA,NA,NA,NA,NA,NA,NA,NA,bastard sole
qoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,lusitanian sole
qoj,NA,NA,NA,NA,NA,NA,NA,NA,NA,frechkop’s sole
dhz,NA,NA,NA,NA,NA,NA,NA,NA,NA,ocellated wedge sole
mrk,NA,NA,NA,NA,NA,NA,NA,NA,NA,foureyed sole
mkg,NA,NA,NA,NA,NA,NA,NA,NA,NA,thickback sole
qok,NA,NA,NA,NA,NA,NA,NA,NA,NA,banded sole
ths,thickback soles nei,microchirus spp,microchirus,soleidae,pisces,"flounders, halibuts, soles",thickback soles,yes,en_name,thickback soles nei
mhh,NA,NA,NA,NA,NA,NA,NA,NA,NA,whiskered sole
adt,NA,NA,NA,NA,NA,NA,NA,NA,NA,finless sole
adj,NA,NA,NA,NA,NA,NA,NA,NA,NA,peacock sole
olk,NA,NA,NA,NA,NA,NA,NA,NA,NA,blackhand sole
wza,NA,NA,NA,NA,NA,NA,NA,NA,NA,cadenat's sole
oam,NA,NA,NA,NA,NA,NA,NA,NA,NA,adriatic sole
sos,sand sole,solea lascaris,solea,soleidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,sand sole
oas,NA,NA,NA,NA,NA,NA,NA,NA,NA,snouted sole
wio,NA,NA,NA,NA,NA,NA,NA,NA,NA,cyclope sole
ycp,NA,NA,NA,NA,NA,NA,NA,NA,NA,spotted sole
rnk,NA,NA,NA,NA,NA,NA,NA,NA,NA,rhinosolea microlepidota
egy,NA,NA,NA,NA,NA,NA,NA,NA,NA,egyptian sole
szi,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongate sole
oao,NA,NA,NA,NA,NA,NA,NA,NA,NA,ovate sole
oal,senegalese sole,solea senegalensis,solea,soleidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,senegalese sole
sol,common sole,solea solea,solea,soleidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,common sole
qfq,NA,NA,NA,NA,NA,NA,NA,NA,NA,stanaland's sole
soo,NA,NA,NA,NA,NA,NA,NA,NA,NA,solea spp
slj,NA,NA,NA,NA,NA,NA,NA,NA,NA,soleichthys siammakuti
ksy,NA,NA,NA,NA,NA,NA,NA,NA,NA,klein's sole
rgy,NA,NA,NA,NA,NA,NA,NA,NA,NA,narrowbanded sole
yfa,NA,NA,NA,NA,NA,NA,NA,NA,NA,typhlachirus caecus
vnc,NA,NA,NA,NA,NA,NA,NA,NA,NA,african solenette
zma,NA,NA,NA,NA,NA,NA,NA,NA,NA,convict zebra sole
udj,NA,NA,NA,NA,NA,NA,NA,NA,NA,wavyband sole
zbq,NA,NA,NA,NA,NA,NA,NA,NA,NA,fringefin zebra sole
zmh,NA,NA,NA,NA,NA,NA,NA,NA,NA,indian zebra sole
zbz,NA,NA,NA,NA,NA,NA,NA,NA,NA,zebra sole
sox,soles nei,soleidae,soleidae,soleidae,pisces,"flounders, halibuts, soles",soles,yes,en_name,soles nei
yoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,three-lined tounge sole
yor,NA,NA,NA,NA,NA,NA,NA,NA,NA,largescale tonguesole
yob,NA,NA,NA,NA,NA,NA,NA,NA,NA,fourlined tonguesole
yow,NA,NA,NA,NA,NA,NA,NA,NA,NA,nigerian tonguesole
yqf,NA,NA,NA,NA,NA,NA,NA,NA,NA,ghanian tonguesole
yoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,canary tonguesole
yoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,bengal tongue sole
yod,NA,NA,NA,NA,NA,NA,NA,NA,NA,carrot tonguesole
yon,NA,NA,NA,NA,NA,NA,NA,NA,NA,genko sole
yoj,NA,NA,NA,NA,NA,NA,NA,NA,NA,red tonguesole
yos,NA,NA,NA,NA,NA,NA,NA,NA,NA,roughscale tonguesole
yog,NA,NA,NA,NA,NA,NA,NA,NA,NA,long tongue sole
yom,NA,NA,NA,NA,NA,NA,NA,NA,NA,malabar tonguesole
yoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,cynoglossus microlepis
yqg,NA,NA,NA,NA,NA,NA,NA,NA,NA,guinean tonguesole
yop,NA,NA,NA,NA,NA,NA,NA,NA,NA,speckled tonguesole
yot,NA,NA,NA,NA,NA,NA,NA,NA,NA,cynoglossus robustus
yof,NA,NA,NA,NA,NA,NA,NA,NA,NA,bengal toungesole
yov,NA,NA,NA,NA,NA,NA,NA,NA,NA,cynoglossus semilaevis
yoe,NA,NA,NA,NA,NA,NA,NA,NA,NA,senegalese tonguesole
yoz,NA,NA,NA,NA,NA,NA,NA,NA,NA,zanzibar tonguesole
yox,NA,NA,NA,NA,NA,NA,NA,NA,NA,tonguesole nei
ksv,NA,NA,NA,NA,NA,NA,NA,NA,NA,doublelined tonguesole
gsj,NA,NA,NA,NA,NA,NA,NA,NA,NA,paraplagusia bleekeri
tzj,NA,NA,NA,NA,NA,NA,NA,NA,NA,inkspot tonguefish
yfr,NA,NA,NA,NA,NA,NA,NA,NA,NA,california tonguefish
ueg,NA,NA,NA,NA,NA,NA,NA,NA,NA,chabanaud's tonguefish
vvb,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongate tonguefish
yfi,NA,NA,NA,NA,NA,NA,NA,NA,NA,ginsburg's tonguefish
yfu,elongate tonguesole,symphurus ligulatus,symphurus,cynoglossidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,elongate tonguesole
yzu,NA,NA,NA,NA,NA,NA,NA,NA,NA,symphurus macrophthalmus
yvl,NA,NA,NA,NA,NA,NA,NA,NA,NA,symphurus nigrescens
yws,NA,NA,NA,NA,NA,NA,NA,NA,NA,double-spot tonguesole
yfe,NA,NA,NA,NA,NA,NA,NA,NA,NA,symphurus orientalis
yfp,NA,NA,NA,NA,NA,NA,NA,NA,NA,blackcheek tonguefish
yfs,NA,NA,NA,NA,NA,NA,NA,NA,NA,duskycheek tonguefish
yfk,NA,NA,NA,NA,NA,NA,NA,NA,NA,blackbelly tonguesole
yfj,NA,NA,NA,NA,NA,NA,NA,NA,NA,symphurus tessellatus
vve,NA,NA,NA,NA,NA,NA,NA,NA,NA,dark cheek tongue
yqi,NA,NA,NA,NA,NA,NA,NA,NA,NA,vanmelle’s tonguefish
tox,tonguefishes,cynoglossidae,cynoglossidae,cynoglossidae,pisces,"flounders, halibuts, soles",NA,yes,en_name,tonguefishes
flx,flatfishes nei,pleuronectiformes,pleuronectiformes,NA,pisces,"flounders, halibuts, soles",flatfishes,yes,en_name,flatfishes nei
bma,NA,NA,NA,NA,NA,NA,NA,NA,NA,antenna codlet
unc,unicorn cod,bregmaceros mcclellandi,bregmaceros,bregmacerotidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,unicorn cod
bvq,NA,NA,NA,NA,NA,NA,NA,NA,NA,smallscale codlet
ugs,NA,NA,NA,NA,NA,NA,NA,NA,NA,big-eye unicorn-cod
vkx,NA,NA,NA,NA,NA,NA,NA,NA,NA,bregmaceros spp
gfb,greater forkbeard,phycis blennoides,phycis,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,greater forkbeard
gpe,longfin hake,phycis chesteri,phycis,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,longfin hake
for,forkbeard,phycis phycis,phycis,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,forkbeard
fox,forkbeards nei,phycis spp,phycis,gadidae,pisces,"cods, hakes, haddocks",forkbeards,yes,en_name,forkbeards nei
hku,brazilian codling,urophycis brasiliensis,urophycis,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,brazilian codling
hkr,red hake,urophycis chuss,urophycis,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,red hake
uri,NA,NA,NA,NA,NA,NA,NA,NA,NA,gulf hake
ure,NA,NA,NA,NA,NA,NA,NA,NA,NA,carolina hake
urf,NA,NA,NA,NA,NA,NA,NA,NA,NA,southern codling
urg,NA,NA,NA,NA,NA,NA,NA,NA,NA,spotted codling
hkw,white hake,urophycis tenuis,urophycis,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,white hake
urz,NA,NA,NA,NA,NA,NA,NA,NA,NA,urophycis nei
lcm,NA,NA,NA,NA,NA,NA,NA,NA,NA,fivebeard rockling
gcs,NA,NA,NA,NA,NA,NA,NA,NA,NA,northern rockling
gcq,NA,NA,NA,NA,NA,NA,NA,NA,NA,ciliata spp
enc,fourbeard rockling,enchelyopus cimbrius,enchelyopus,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,fourbeard rockling
gdt,NA,NA,NA,NA,NA,NA,NA,NA,NA,arctic rockling
gde,threadfin rockling,gaidropsarus ensis,gaidropsarus,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,threadfin rockling
ggr,NA,NA,NA,NA,NA,NA,NA,NA,NA,bigeye rockling
ggd,NA,NA,NA,NA,NA,NA,NA,NA,NA,shore rockling
ggu,NA,NA,NA,NA,NA,NA,NA,NA,NA,three-bearded rockling
rol,rocklings nei,gaidropsarus spp,gaidropsarus,gadidae,pisces,"cods, hakes, haddocks",rocklings,yes,en_name,rocklings nei
usk,tusk(=cusk),brosme brosme,brosme,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,tusk(=cusk)
bli,blue ling,molva dypterygia,molva,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,blue ling
sli,spanish ling,molva macrophthalma,molva,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,spanish ling
lin,ling,molva molva,molva,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,ling
lnz,lings nei,molva spp,molva,gadidae,pisces,"cods, hakes, haddocks",lings,yes,en_name,lings nei
atg,NA,NA,NA,NA,NA,NA,NA,NA,NA,artic cod
poc,polar cod,boreogadus saida,boreogadus,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,polar cod
saf,saffron cod,eleginus gracilis,eleginus,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,saffron cod
cow,navaga(=wachna cod),eleginus navaga,eleginus,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,navaga(=wachna cod)
gdg,silvery pout,gadiculus argenteus,gadiculus,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,silvery pout
alk,alaska pollock(=walleye poll.),theragra chalcogramma,theragra,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,alaska pollock(=walleye poll.)
pco,pacific cod,gadus macrocephalus,gadus,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,pacific cod
cod,atlantic cod,gadus morhua,gadus,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,atlantic cod
grc,greenland cod,gadus ogac,gadus,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,greenland cod
cdz,NA,NA,NA,NA,NA,NA,NA,NA,NA,northern cods nei
had,haddock,melanogrammus aeglefinus,melanogrammus,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,haddock
whg,whiting,merlangius merlangus,merlangius,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,whiting
mgx,pacific tomcod,microgadus proximus,microgadus,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,pacific tomcod
tom,atlantic tomcod,microgadus tomcod,microgadus,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,atlantic tomcod
pos,southern blue whiting,micromesistius australis,micromesistius,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,southern blue whiting
whb,blue whiting(=poutassou),micromesistius poutassou,micromesistius,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,blue whiting(=poutassou)
pol,pollack,pollachius pollachius,pollachius,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,pollack
pok,saithe(=pollock),pollachius virens,pollachius,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,saithe(=pollock)
nop,norway pout,trisopterus esmarkii,trisopterus,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,norway pout
bib,pouting(=bib),trisopterus luscus,trisopterus,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,pouting(=bib)
pod,poor cod,trisopterus minutus,trisopterus,gadidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,poor cod
xod,NA,NA,NA,NA,NA,NA,NA,NA,NA,trisopterus nei
rcr,NA,NA,NA,NA,NA,NA,NA,NA,NA,tadpole fish
lyg,NA,NA,NA,NA,NA,NA,NA,NA,NA,lyconodes argenteus
hof,offshore silver hake,merluccius albidus,merluccius,merlucciidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,offshore silver hake
mrg,panama hake,merluccius angustimanus,merluccius,merlucciidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,panama hake
hkn,southern hake,merluccius australis,merluccius,merlucciidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,southern hake
hks,silver hake,merluccius bilinearis,merluccius,merlucciidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,silver hake
hkk,shallow-water cape hake,merluccius capensis,merluccius,merlucciidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,shallow-water cape hake
pha,south pacific hake,merluccius gayi,merluccius,merlucciidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,south pacific hake
hkp,argentine hake,merluccius hubbsi,merluccius,merlucciidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,argentine hake
hke,european hake,merluccius merluccius,merluccius,merlucciidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,european hake
hko,deep-water cape hake,merluccius paradoxus,merluccius,merlucciidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,deep-water cape hake
hkb,benguela hake,merluccius polli,merluccius,merlucciidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,benguela hake
nha,north pacific hake,merluccius productus,merluccius,merlucciidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,north pacific hake
hkm,senegalese hake,merluccius senegalensis,merluccius,merlucciidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,senegalese hake
hkx,hakes nei,merluccius spp,merluccius,merlucciidae,pisces,"cods, hakes, haddocks",hakes,yes,en_name,hakes nei
hkc,cape hakes,"merluccius capensis, m.paradoxus",merluccius,merlucciidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,cape hakes
hkz,NA,NA,NA,NA,NA,NA,NA,NA,NA,merluccid hakes nei
euy,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucla cod
qmz,NA,NA,NA,NA,NA,NA,NA,NA,NA,muraenolepis andriashevi
ezk,NA,NA,NA,NA,NA,NA,NA,NA,NA,muraenolepis evseenkoi
moy,smalleye moray cod,muraenolepis microps,muraenolepis,muraenolepididae,pisces,"cods, hakes, haddocks",NA,yes,en_name,smalleye moray cod
mwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,patagonian moray cod
mrl,moray cods nei,muraenolepis spp,muraenolepis,muraenolepididae,pisces,"cods, hakes, haddocks",moray cods,yes,en_name,moray cods nei
mws,NA,NA,NA,NA,NA,NA,NA,NA,NA,smallhead moray cod
mlg,NA,NA,NA,NA,NA,NA,NA,NA,NA,pelagic cod
mzy,NA,NA,NA,NA,NA,NA,NA,NA,NA,arrowtail
ida,NA,NA,NA,NA,NA,NA,NA,NA,NA,pineapple rattail
mri,NA,NA,NA,NA,NA,NA,NA,NA,NA,macrouroides inflaticeps
suq,NA,NA,NA,NA,NA,NA,NA,NA,NA,squalogadus modificatus
tyh,NA,NA,NA,NA,NA,NA,NA,NA,NA,armourhead grenadier
twf,NA,NA,NA,NA,NA,NA,NA,NA,NA,roughnose grenadier
tsu,roughsnout grenadier,trachyrincus scabrus,trachyrincus,macrouridae,pisces,"cods, hakes, haddocks",NA,yes,en_name,roughsnout grenadier
ant,blue antimora,antimora rostrata,antimora,moridae,pisces,"cods, hakes, haddocks",NA,yes,en_name,blue antimora
aeu,NA,NA,NA,NA,NA,NA,NA,NA,NA,ahuru
eeh,NA,NA,NA,NA,NA,NA,NA,NA,NA,tasmanian codling
gdi,NA,NA,NA,NA,NA,NA,NA,NA,NA,beardless codling
gdl,NA,NA,NA,NA,NA,NA,NA,NA,NA,gadella
mmg,NA,NA,NA,NA,NA,NA,NA,NA,NA,tadpole cod
iow,NA,NA,NA,NA,NA,NA,NA,NA,NA,guttigadus latifrons
mhj,slender codling,halargyreus johnsonii,halargyreus,moridae,pisces,"cods, hakes, haddocks",NA,yes,en_name,slender codling
lml,NA,NA,NA,NA,NA,NA,NA,NA,NA,guinean codling
lmg,longfin codling,laemonema longipes,laemonema,moridae,pisces,"cods, hakes, haddocks",NA,yes,en_name,longfin codling
mlv,NA,NA,NA,NA,NA,NA,NA,NA,NA,bighead mora
kzt,NA,NA,NA,NA,NA,NA,NA,NA,NA,codling
lpe,NA,NA,NA,NA,NA,NA,NA,NA,NA,patagonian codling
lph,NA,NA,NA,NA,NA,NA,NA,NA,NA,lepidion guentheri
lpj,NA,NA,NA,NA,NA,NA,NA,NA,NA,mediterranean codling
lmf,NA,NA,NA,NA,NA,NA,NA,NA,NA,small-headed cod
lev,NA,NA,NA,NA,NA,NA,NA,NA,NA,lepidion codlings nei
ltp,NA,NA,NA,NA,NA,NA,NA,NA,NA,beardie
rib,common mora,mora moro,mora,moridae,pisces,"cods, hakes, haddocks",NA,yes,en_name,common mora
aim,NA,NA,NA,NA,NA,NA,NA,NA,NA,dwarf codling
psw,NA,NA,NA,NA,NA,NA,NA,NA,NA,black codling
jps,NA,NA,NA,NA,NA,NA,NA,NA,NA,metallic codling
jpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,brown codling
psj,NA,NA,NA,NA,NA,NA,NA,NA,NA,japanese codling
jko,NA,NA,NA,NA,NA,NA,NA,NA,NA,physiculus natalensis
pqo,NA,NA,NA,NA,NA,NA,NA,NA,NA,physiculus spp
nec,red codling,pseudophycis bachus,pseudophycis,moridae,pisces,"cods, hakes, haddocks",NA,yes,en_name,red codling
pbr,NA,NA,NA,NA,NA,NA,NA,NA,NA,southern bastard codling
pbv,NA,NA,NA,NA,NA,NA,NA,NA,NA,northern bastard codling
ryt,NA,NA,NA,NA,NA,NA,NA,NA,NA,rhynchogadus hepaticus
sao,tadpole codling,salilota australis,salilota,moridae,pisces,"cods, hakes, haddocks",NA,yes,en_name,tadpole codling
svl,NA,NA,NA,NA,NA,NA,NA,NA,NA,svetovidovia lucullus
tpg,grenadier cod,tripterophycis gilchristi,tripterophycis,moridae,pisces,"cods, hakes, haddocks",NA,yes,en_name,grenadier cod
mor,moras nei,moridae,moridae,moridae,pisces,"cods, hakes, haddocks",moras,yes,en_name,moras nei
grn,blue grenadier,macruronus novaezelandiae,macruronus,merlucciidae,pisces,"cods, hakes, haddocks",NA,yes,en_name,blue grenadier
lyb,NA,NA,NA,NA,NA,NA,NA,NA,NA,lyconus brachycolus
kxp,NA,NA,NA,NA,NA,NA,NA,NA,NA,lyconus pinnatus
bfz,NA,NA,NA,NA,NA,NA,NA,NA,NA,bathygadus favosus
bgo,NA,NA,NA,NA,NA,NA,NA,NA,NA,bullseye grenadier
bgn,NA,NA,NA,NA,NA,NA,NA,NA,NA,vaillant's grenadier
gac,NA,NA,NA,NA,NA,NA,NA,NA,NA,doublethread grenadier
